character,text,final_label
Terry,"I may have a solution. We need to CompStat the office. What is CompStat? It's just using data to identify problem spots in the neighborhood. Now, I have been taking notes on points of friction in this office for years. The red areas are places where no work gets done. If we can fix these problems without anyone knowing what we're doing, we will finish on time.",Police Work
Terry,Yes.,Conversation Glue
Terry,"Okay, so I've already taken care of a few obvious problems. I moved the toaster to the break room, far away from Boyle.",Police Work
Terry,"Right, so you know about Rosa's anger incidents.",Police Work
Terry,"Any time Mt. Diaz erupts, everyone on the squad avoids her.",Police Work
Terry,"Tell me, what room is just down the hall from her desk?",Police Work
Terry,"Hey, Diaz, I just need to make sure I've got the details right in this file.",Police Work
Terry,But is this the same guy?,Police Work
Terry,"Okay, all right, thank you, thank you.",Conversation Glue
Terry,Got it.,Conversation Glue
Terry,"It's going really well, sir. We've gone from 10 cases per hour to almost 20.",Police Work
Terry,Boyle gets cold a lot because of what he calls his...,Personal Life
Terry,"So he goes to the lost and found, and he grabs something that's usually unflattering. That's when Gina gets involved.",Personal Life
Terry,Gina is completely useless when Boyle is wearing lost-and-found clothes.,Personal Life
Terry,"Already done, sir.",Conversation Glue
Terry,Good lord. Where did he get that?,Emotion
Terry,"He must have gotten it from the evidence locker or something. Don't worry. I had a backup plan. I distracted her with a mirror. She's like a cockatiel, sir... Fascinated by her own reflection.",Police Work
Terry,"We've done it, sir. If we stay on this pace, I think we'll finish on time.",Police Work
Terry,"Sir, are you familiar with the story of Icarus? He didn't know when to quit. He flew too close to the sun, and his wax wings melted, and he died.",Insult / Snark
Terry,Icarus.,Conversation Glue
Terry,"Sir, I'm begging you, please, we have to stop. Boyle is still smoldering.",Emotion
Terry,"Gina, what are you doing in the Captain's chair?",Police Work
Terry,"Really? A tad, icarus?",Insult / Snark
Terry,What's going on?,Conversation Glue
Terry,"Look, she still has the bags of baby carrots I requested they put in. They're black now, but they're there.",Food
Terry,What in the world?,Emotion
Terry,What letter?,Police Work
Terry,"Oh, hell yeah.",Conversation Glue
Terry,"Oh, my God, she doesn't even do that on airplanes.",Personal Life
Terry,Nice job. What's the plan?,Conversation Glue
Terry,We got the letter.,Police Work
Terry,Buckle up. It's gonna be a hell of a ride.,Police Work
Terry,Oh.,Conversation Glue
Terry,What is going on?,Conversation Glue
Terry,"Come on, guys. I know you're sad, but let's do our best to make a good first impression here.",Emotion
Terry,"Well done, sir. Welcome to the Nine-Nine. I'm Sergeant Terry Jeffords.",Police Work
Terry,Get a doctor!,Police Work
Terry,Briefing room. Five minutes.,Police Work
Terry,"So sorry, sir. That's terrible.",Emotion
Terry,"I know you're not a toddler, because my toddlers know that ""stupid"" is a no-no word. Keep that Dozer-pad on you at all times.",Personal Life
Terry,Hey. People like the way that I look.,Personal Life
Terry,"Peralta, Dozerman says he wants to see you.",Police Work
Terry,What's that noise?,Conversation Glue
Terry,Safe keeping?,Police Work
Terry,"Come on, Diaz.",Police Work
Terry,What happened in there?,Police Work
Terry,Can you think of anything that may have caused Dozerman to be startled?,Police Work
Terry,"That seems unlikely, but obviously he had a ton of health problems, so, you know, this seems pretty open and shut. Do me a favor and pull the surveillance tapes.",Police Work
Terry,You two have something to tell me?,Police Work
Terry,"Enough. Look. Terry loves love, but Terry also loves maintaining a professional work environment. As your commanding officer, I am very disappointed in both of you.",Police Work
